Standardized_SMILES,True Values,Predictions
CNC(C)c1ccccc1Oc1ccc(Cl)c(Cl)c1,5.42,5.412727272727273
c1ccc(C(Cc2cccc3c2OCC3)N2CCNCC2)cc1,4.67,5.566
Oc1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,5.8,5.324666666666666
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)C1CCNC1,4.7,5.121333333333334
NC(=O)c1cccc(OC2CC3CCC(C2)N3C2CCCCC2)c1,7.82,5.376666666666667
COc1ccccc1CC(c1ccccc1)N1CCNCC1,4.41,5.5440000000000005
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,4.8,5.539333333333333
COc1cccc(F)c1CC(c1ccccc1)N1CCNCC1,5.07,5.419333333333333
COc1c(F)cccc1CC(c1ccccc1)N1CCNCC1,4.68,5.436666666666666
COc1ccccc1CC(c1ccccc1F)N1CCNCC1,4.4,5.507999999999999
CN1C(C(N)=O)CCC1c1ccc(OCc2ccccc2F)cc1,4.3,5.14
NC(=O)C1CCC(c2ccc(Oc3ccc(F)cc3)cc2)N1,5.3,5.211999999999999
NC(=O)C1CCC(c2ccc(Oc3cccc(F)c3)cc2)N1,5.1,5.249333333333333
CNCc1cc(C#N)ccc1Oc1ccc(Cl)c(Cl)c1,5.34,5.696000000000001
CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,5.88,5.956000000000001
CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,5.33,5.490666666666666
CNCc1cc(F)ccc1Oc1ccc(F)c(Cl)c1,5.08,5.490666666666666
NC(=O)c1ccnc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.0,4.9366666666666665
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)n1,6.0,4.899333333333334
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccn2)c1,8.72,5.111999999999999
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2cccnc2)c1,8.46,4.958666666666668
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)nc1,5.89,4.9366666666666665
NC(=O)c1cncc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,5.82,4.958666666666668
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccncc2)c1,8.82,4.958666666666668
NC(=O)c1cc(OC2CC3CCC(C2)N3Cc2ccccc2)ccn1,5.8,4.866666666666666
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)cc1,6.17,5.456666666666666
NC(=O)c1ccccc1OC1CC2CCC(C1)N2Cc1ccccc1,6.47,4.863333333333333
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.21,4.931333333333334
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,8.14,5.239999999999999
N#Cc1ccccc1Oc1ccc(C2CCC(C(N)=O)N2)cc1,5.4,5.337999999999999
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)o1,8.55,5.146
NC(=O)C1CCC(c2cccc(Oc3ccccc3)c2)N1,4.2,5.3406666666666665
NC(=O)C1CCC(c2ccc(Oc3ccccc3)cc2)N1,4.9,5.3406666666666665
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2cccs2)c1,9.37,5.109333333333334
NC(=O)c1cccc(CC2CC3CCC(C2)N3Cc2ccccc2)c1,6.21,4.908666666666667
NC(=O)c1cncc(OC2CC3CCC(C2)N3Cc2ccccc2)n1,4.82,4.892666666666667
CNCc1cc(F)ccc1Oc1ccc(Cl)cc1,5.13,5.576
O=C1N(CCN2CCC(C(F)(F)F)CC2)CCN1c1cccc(O)c1,4.8,5.507999999999999
CNCc1ccc(Cl)cc1Oc1ccc(F)c(C)c1,5.52,5.726666666666666
CC(c1ccncc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,8.43,5.1706666666666665
CNCc1cc(F)ccc1Oc1ccc(C)c(C)c1,4.7,5.365333333333333
Cc1ccccc1CN1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,9.21,5.216666666666667
Cc1cccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)c1,9.28,5.184666666666668
Cc1c(OC2CC3CCC(C2)N3Cc2ccccc2)cccc1C(N)=O,5.96,4.870000000000001
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)cc1,9.85,5.098666666666667
Cc1cc(C(N)=O)ccc1OC1CC2CCC(C1)N2Cc1ccccc1,6.0,4.928
Cc1cc(OC2CC3CCC(C2)N3Cc2ccccc2)cc(C(N)=O)c1,6.18,4.948000000000001
CNCc1cc(C(F)(F)F)ccc1Oc1ccc(C)cc1,4.98,5.348
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)c(F)c1,5.85,4.8933333333333335
NC(=O)c1cc(F)cc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.17,4.876666666666668
CNCc1ccc(Cl)cc1Oc1ccc(C)cc1,5.79,5.872
CC(Oc1ccc(C2CCC(C(N)=O)N2)cc1)c1ccccc1,5.4,5.228
NC(=O)C1CCC(c2ccc(OCc3ccc(F)cc3)cc2)N1,5.1,5.083333333333332
NC(=O)C1CCC(c2ccc(OCc3cccc(F)c3)cc2)N1,5.5,5.1386666666666665
NC(=O)C1CCC(c2ccc(OCc3ccccc3F)cc2)N1,5.1,5.166666666666667
NC(=O)C1CCC(c2cccc(OCc3ccccc3)c2)N1,4.6,5.23
NC(=O)C1CCC(c2ccc(OCc3ccccc3)cc2)N1,5.1,5.2299999999999995
CNCc1ccc(Cl)cc1Oc1cccc(Cl)c1,5.68,5.649333333333332
CNCc1ccccc1Oc1ccc(Cl)c(Cl)c1,5.41,5.826666666666666
CNCc1cc(Cl)ccc1Oc1ccc(Cl)cc1,5.32,5.726
CNCc1ccc(Cl)cc1Oc1ccc(Cl)cc1,6.19,5.872
CC(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,8.22,5.172
CNCc1ccc(Cl)cc1Oc1ccc(C)c(C)c1,5.76,5.837999999999999
CNCc1cc(Cl)ccc1Oc1ccc(C)c(C)c1,5.28,5.715999999999999
FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,4.96,5.391666666666667
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)s1,8.085,5.136666666666667
CNCc1ccc(Cl)cc1Oc1ccc(F)c(Cl)c1,5.68,5.723333333333333
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,5.25,5.512666666666666
CNCc1ccc(F)cc1Oc1ccc(Cl)c(Cl)c1,5.52,5.970666666666667
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(F)c1,5.91,5.738666666666666
CNC(=O)C1CCC(c2ccc(OCc3ccccc3F)cc2)N1,4.6,5.177999999999999
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CCCCC2)c1,7.199999999999999,5.413333333333332
NC(=O)C1CCCC(c2ccc(OCc3cccc(F)c3)cc2)N1,5.0,5.189333333333333
CNC(C)c1cc(F)ccc1Oc1ccc(Cl)cc1,5.28,5.5233333333333325
CCC(CC)CN=c1c(C(N)=O)c[nH]c2ccc(C#N)cc12,5.64,5.564333333333334
CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,5.16,5.534000000000001
NC(=O)C1CCC(c2ccc(OCc3ccccc3F)cn2)N1,4.8,5.139333333333332
N#Cc1ccc(COc2ccc(C3CCC(C(N)=O)N3)cc2)cc1,5.1,5.603999999999999
N#Cc1ccccc1COc1ccc(C2CCC(C(N)=O)N2)cc1,4.8,5.3406666666666665
N#Cc1cccc(COc2ccc(C3CCC(C(N)=O)N3)cc2)c1,4.9,5.656666666666666
NC(=O)C1CCC(c2ccc(OCc3ccccc3F)cc2F)N1,4.9,5.159999999999999
CNCc1cc(C(N)=O)ccc1Oc1ccc(Cl)c(Cl)c1,5.26,5.229333333333333
Brc1cncc(COCC2(c3ccccc3)CCNCC2)c1,4.82,4.9639999999999995
NC(=O)c1cccc(SC2CC3CCC(C2)N3Cc2ccccc2)c1,5.96,4.908666666666667
c1ccc(C(Cc2ccccc2OC2CC2)N2CCNCC2)cc1,5.19,5.519666666666667
CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,6.16,5.875333333333335
NC(=O)c1cccc(NC2CC3CCC(C2)N3Cc2ccccc2)c1,5.96,4.942000000000001
NC(=O)c1cccc(OC2CC3CCC(C2)N3C2(c3ccccc3)CC2)c1,8.32,5.137333333333333
Cc1ccc(C(C)N2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)cn1,8.52,5.147333333333333
CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,5.2,5.568333333333333
FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,4.9,5.503666666666666
N#Cc1cc(C2CCC(C(N)=O)N2)ccc1OCc1ccccc1F,4.8,5.157333333333332
O=C(Nc1cccc(Cl)c1)N1CCN(CC2CCCN(C3CC3)C2)CC1,4.55,5.206
O=C(Nc1ccc(Cl)cc1)N1CCN(CC2CCCN(C3CC3)C2)CC1,4.85,5.230666666666667
CNCc1ccc(Cl)cc1Oc1ccc(C)c(Cl)c1,5.97,5.846666666666666
CNCc1ccc(Cl)cc1Oc1ccc(Cl)c(C)c1,5.75,5.861999999999999
NC(=O)C1CSCC(c2ccc(OCc3cccc(F)c3)cc2)N1,4.6,5.1386666666666665
CCc1cc(Oc2ccc(F)cc2CNC)ccc1Cl,5.34,5.512666666666666
CC(C)(C)CCN1CCC(CNC(=O)c2cccc(Cl)c2)CC1,5.32,5.441333333333334
CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,4.54,5.365333333333334
CNC(C)c1ccc(Cl)cc1Oc1ccc(C)cc1,5.43,5.824666666666667
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,6.64,5.594666666666667
CC(C)(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,8.33,5.204666666666666
CNCc1ccc(C(F)(F)F)cc1Oc1ccc(Cl)cc1,5.29,5.760000000000001
Cc1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)cn1,4.5,5.692666666666668
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCc2ccccc2)c1,9.42,5.733333333333333
NC(=O)c1cccc(OC2CC3CCC(C2)N3C2CCCc3ccccc32)c1,9.02,5.257999999999999
CN1CCCC(CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,5.8,5.124666666666666
CNCc1cc(F)c(OC)cc1Oc1ccc(Cl)c(Cl)c1,5.67,5.6579999999999995
N#Cc1cccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)c1,5.5,5.754666666666666
Cc1ccccc1C(C)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,8.31,5.172
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccc3c(c2)OCO3)c1,9.21,5.5680000000000005
Fc1ccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)cc1,5.04,5.508
Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1,5.08,5.4799999999999995
Fc1cccc(OC(F)F)c1CC(c1ccccc1)N1CCNCC1,4.98,5.319333333333334
Fc1ccccc1C(Cc1ccccc1OC(F)F)N1CCNCC1,5.19,5.476666666666666
Cc1ccc(N2CCN(CCN3Cc4ccccc4C3)C2=O)s1,4.5,5.668333333333334
O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(CC2CCCNC2)CC1,5.8,5.206
COCC1CCCN1N1CCN(c2cccc(Cl)c2)C1=O,5.3,5.923333333333334
Cc1ccc(C(C)N2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)s1,8.675,5.172
O=C1N(CCN2CC3CCC2C3)CCN1c1cccc(Cl)c1,4.9,5.973333333333332
CNC(C)c1ccc(Cl)cc1Oc1ccc(C)c(C)c1,5.61,5.79
Cc1ccc(NC(=O)N2CCN(CC3CCCN(C4CC4)C3)CC2)cc1Cl,5.15,5.202666666666667
N#Cc1cc(N2CCN(CCN3Cc4ccccc4C3)C2=O)ccc1F,5.0,5.613333333333333
CNC(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2C)C3=O)cc1,4.77,5.439333333333334
CNCCCN1c2ccccc2CCc2ccccc21,5.86,5.673666666666666
CNC(C)c1ccccc1Oc1ccc(Cl)c(Cl)c1,5.42,5.753333333333333
c1ccc(C(Cc2cccc3c2OCC3)N2CCNCC2)cc1,4.67,5.442777777777777
Oc1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,5.8,5.304722222222223
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)C1CCNC1,4.7,5.249444444444444
NC(=O)c1cccc(OC2CC3CCC(C2)N3C2CCCCC2)c1,7.82,5.302499999999999
COc1ccccc1CC(c1ccccc1)N1CCNCC1,4.41,5.404444444444443
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,4.8,5.400555555555556
COc1cccc(F)c1CC(c1ccccc1)N1CCNCC1,5.07,5.453333333333332
COc1c(F)cccc1CC(c1ccccc1)N1CCNCC1,4.68,5.495
COc1ccccc1CC(c1ccccc1F)N1CCNCC1,4.4,5.363333333333333
CN1C(C(N)=O)CCC1c1ccc(OCc2ccccc2F)cc1,4.3,4.854444444444445
NC(=O)C1CCC(c2ccc(Oc3ccc(F)cc3)cc2)N1,5.3,5.308055555555555
NC(=O)C1CCC(c2ccc(Oc3cccc(F)c3)cc2)N1,5.1,5.275555555555555
CNCc1cc(C#N)ccc1Oc1ccc(Cl)c(Cl)c1,5.34,5.9433333333333325
CNCc1ccc(C#N)cc1Oc1ccc(Cl)c(Cl)c1,5.88,6.048333333333333
CNCc1cc(F)ccc1Oc1ccc(Cl)c(F)c1,5.33,5.6775
CNCc1cc(F)ccc1Oc1ccc(F)c(Cl)c1,5.08,5.6775
NC(=O)c1ccnc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.0,5.397222222222222
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)n1,6.0,5.281944444444445
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccn2)c1,8.72,5.180555555555555
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2cccnc2)c1,8.46,5.27
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)nc1,5.89,5.581666666666667
NC(=O)c1cncc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,5.82,5.412222222222222
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccncc2)c1,8.82,5.399444444444445
NC(=O)c1cc(OC2CC3CCC(C2)N3Cc2ccccc2)ccn1,5.8,5.1963888888888885
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)cc1,6.17,5.694999999999999
NC(=O)c1ccccc1OC1CC2CCC(C1)N2Cc1ccccc1,6.47,5.142777777777778
NC(=O)c1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.21,5.358888888888889
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,8.14,5.225555555555555
